Authors,Title,Source title,Link,Abstract,Author Keywords,Subject,Publisher,Document Type,Source
Luong A.V.; Nguyen T.T.; Han K.; Vu T.H.; McCall J.; Liew A.W.-C.,DEFEG: Deep Ensemble with Weighted Feature Generation,Knowledge-Based Systems,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162184298&doi=10.1016%2fj.knosys.2023.110691&partnerID=40&md5=62011ffe574740389e008e91edec6da4,"With the significant breakthrough of Deep Neural Networks in recent years, multi-layer architecture has influenced other sub-fields of machine learning including ensemble learning. In 2017, Zhou and Feng introduced a deep random forest called gcForest that involves several layers of Random Forest-based classifiers. Although gcForest has outperformed several benchmark algorithms on specific datasets in terms of classification accuracy and model complexity, its input features do not ensure better performance when going deeply through layer-by-layer architecture. We address this limitation by introducing a deep ensemble model with a novel feature generation module. Unlike gcForest where the original features are concatenated to the outputs of classifiers to generate the input features for the subsequent layer, we integrate weights on the classifiers’ outputs as augmented features to grow the deep model. The usage of weights in the feature generation process can adjust the input data of each layer, leading the better results for the deep model. We encode the weights using variable-length encoding and develop a variable-length Particle Swarm Optimization method to search for the optimal values of the weights by maximizing the classification accuracy on the validation data. Experiments on a number of UCI datasets confirm the benefit of the proposed method compared to some well-known benchmark algorithms. © 2023 The Author(s)",Deep learning; Ensemble method; Ensemble of classifiers; Feature generation; Multiple classifiers; Random forest,Computer science,Elsevier B.V.,Article,Scopus
Noor Z.; Hina S.; Hayat F.; Shah G.A.,An intelligent context-aware threat detection and response model for smart cyber-physical systems,Internet of Things (Netherlands),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162121091&doi=10.1016%2fj.iot.2023.100843&partnerID=40&md5=6f76c99f10e361d3c8922b0aa8a62a01,"Smart cities, businesses, workplaces, and even residences have all been converged by the Internet of Things (IoT). The types and characteristics of these devices vary depending on the industry 4.0 and have rapidly increased recently, especially in smart homes. These gadgets can expose users to serious cyber dangers because of a variety of computing constraints and vulnerabilities in the security-by-design concept. The smart home network testbed setup presented in this study is used to evaluate and validate the protection of the smart cyber-physical system. The context-aware threat intelligence and response model identifies the states of the aligned smart devices to distinguish between real-world typical and attack scenarios. It then dynamically writes specific rules for protection against potential cyber threats. The context-aware model is trained on IoT Research and Innovation Lab - Smart Home System (IRIL-SHS) testbed dataset. The labeled dataset is utilized to create a random forest model, which is subsequently used to train and test the context-aware threat intelligence SHS model's effectiveness and performance. Finally, the model's logic is used to gain rules to be included in Suricata signatures and the firewall rulesets for the response system. Significant values of the measuring parameters were found in the results. The presented model can be used for the real-time security of smart home cyber-physical systems and develops a vision of security challenges for Industry 4.0. © 2023 The Author(s)",Context-aware IoT security; Cyber-physical systems; Machine learning; Network traffic analysis; Smart homes,Computer science,Elsevier B.V.,Article,Scopus
Kumar A.; Khan S.B.; Pandey S.K.; Shankar A.; Maple C.; Mashat A.; Malibari A.A.,Development of a cloud-assisted classification technique for the preservation of secure data storage in smart cities,Journal of Cloud Computing,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162733153&doi=10.1186%2fs13677-023-00469-9&partnerID=40&md5=6e1a47f09547e123da7284f399235fe5,"Cloud computing is the most recent smart city advancement, made possible by the increasing volume of heterogeneous data produced by apps. More storage capacity and processing power are required to process this volume of data. Data analytics is used to examine various datasets, both structured and unstructured. Nonetheless, as the complexity of data in the healthcare and biomedical communities grows, obtaining more precise results from analyses of medical datasets presents a number of challenges. In the cloud environment, big data is abundant, necessitating proper classification that can be effectively divided using machine language. Machine learning is used to investigate algorithms for learning and data prediction. The Cleveland database is frequently used by machine learning researchers. Among the performance metrics used to compare the proposed and existing methodologies are execution time, defect detection rate, and accuracy. In this study, two supervised learning-based classifiers, SVM and Novel KNN, were proposed and used to analyses data from a benchmark database obtained from the UCI repository. Initially, intrusions were detected using the SVM classification method. The proposed study demonstrated how the novel KNN used for distance capacity outperformed previous studies. The accuracy of the results of both approaches is evaluated. The results show that the intrusion detection system (IDS) with a 98.98% accuracy rate produces the best results when using the suggested system. © 2023, The Author(s).",Cloud; Data protection; Intrusion detection; Machine learning; Smart cities,Computer science,Springer Science and Business Media Deutschland GmbH,Article,Scopus
Peng M.; Xiao L.; Chen Q.; Wei G.; Lin Q.; Zhuo J.,Dynamic modeling and characterization of compliant cable-driven parallel robots containing flexible cables,Robotica,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166555640&doi=10.1017%2fS0263574723000930&partnerID=40&md5=015aa605cfc335d0eaba0a57cedb8a2b,"Flexible cables in cable-driven parallel robots (CDPRs) are easy to be excited and vibrate. Cable vibration will react on the end-effector, causing attitude deviation of the end-effector. The main objective of this study is to accurately model axially moving flexible cables and characterize the dynamic behaviors of associated compliant CDPRs. Firstly, a model for transverse vibration of the axially moving length-variable cable is developed. On this basis, an original nonlinear dynamic model of the CDPRs able to capture the vibration of the cables and the dynamics of the end-effector is proposed. Secondly, the frequency-amplitude relationship of the CDPR is obtained. Moreover, the significance of the excitation effect caused by the axially moving length-variable cables is demonstrated, by comparing the results with and without excitation effect at different frequencies. It turns out that, as the oscillation frequency of the end-effector increases, the end-effector and cables exhibit the dynamics process from steady state to unstable large-amplitude vibration and finally to stable small-amplitude vibration. This indicates that the dynamics of the CDPR exhibit non-linear characteristics, due to the influence of flexible cables. Finally, the proposed dynamic model of compliant CDPRs is validated by experiments performed in the laboratory. © The Author(s), 2023. Published by Cambridge University Press.",cable vibration; cable-driven parallel robot; compliant robots; nonlinear dynamics; parallel manipulators,Computer science,Cambridge University Press,Article,Scopus
Oladipupo M.A.; Obuzor P.C.; Bamgbade B.J.; Olagunju K.M.; Adeniyi A.E.; Ajagbe S.A.,An Automated Python Script for Data Cleaning and Labeling using Machine Learning Technique,Informatica (Slovenia),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167332760&doi=10.31449%2finf.v47i6.4474&partnerID=40&md5=048b33162d6da999b092f77e06dfbe8f,"Every employee in the company who deals with data needs to have clean, noise-free data. Since data warehouses store and update enormous amounts of data from several sources, there is a potential that some of those references may contain inaccurate data. Due to the noise, inefficacy, and poor characterization of the vast amount of accessible data, as well as the ensuing insensitivity and inefficiencies of human data cleaning and labeling, the presentation of the data has become ambiguous, and the assessment of the information has become difficult. A hole in the creation of a better data analysis method was identified. This helped to guide the creation of a Python script for automatically cleaning and labeling data. The first step in the strategy used in this study to accomplish its goals and objectives was to obtain a financial dataset from the top database, ""Kaggle"". Create a machine learning (ML) approach in Python that intends to automate the financial dataset cleaning. This covers ingesting data, addressing incomplete data, addressing anomalies, one-hot wrapping and label encoding, extracting date and time values, and data normalization. Implementing an unsupervised machine learning method that attempts to automate financial dataset labeling (k-means). Using the method includes the elbow principle, k-means clustering, data modeling of ""age"" versus ""arrival,"" dimensionality reductions, computer vision, and dataset categorizing using the groupings. An empirical assessment of the cleaned and labeled automated trading dataset utilizing a comparison of the cleaned dataset before and after PCA adoption. The results show that the developed ML technique not only improved the performance of the audit data used in this study, but also classified the data after cleaning it and removing the unpleasant section and incomplete data, as shown by the k-means segmentation result and grouping by PCA. © 2023 Slovene Society Informatika. All rights reserved.",automation; data cleaning; financial dataset; information science; machine learning; python script,Computer science,Slovene Society Informatika,Article,Scopus
Ardo A.A.; Bass J.M.; Gaber T.,Implications of regulatory policy for building secure agile software in Nigeria: A grounded theory,Electronic Journal of Information Systems in Developing Countries,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161996892&doi=10.1002%2fisd2.12285&partnerID=40&md5=3bf006e47c1ed78607c9eef1a5a1ea5d,"Nigeria is ranked second worldwide, after India, in reported incidences of cyberattacks. Attackers usually exploit vulnerabilities in software which may not have adequately considered security features during the development process. Agile methods have the potential to increase productivity and ensure faster delivery of software, although they tend to neglect non-functional requirements such as security. The implementation of government policies, such as the Nigeria Data Protection Regulation (NDPR) Act 2019, impacts the security activities carried out by agile teams. Despite its significance, there is a paucity of research on security issues especially in the Agile Software Development (ASD) domain. To address this gap, a grounded theory study was conducted with 15 agile software practitioners in Nigeria. Based on our analysis of the interview transcripts, we developed a grounded theory of the security challenges confronting agile practitioners. The four challenges identified were (a) a lack of collaboration between security and agile teams; (b) the tendency to use foreign software hosting companies; (c) a poor cybersecurity culture; and (d) the high cost of building secure agile software. We used these challenges to identify gaps within the existing secure ASD and found a lack of indigenous software hosting companies in Nigeria. Our study also revealed tensions between the Nigerian regulatory environment and agile software developers' compliance. While practitioners acknowledged the government's efforts, there were concerns about the practicality of implementing such legislation. We recommend government action to increase awareness of local software hosting companies' capabilities, and closer collaboration between agile and security teams. Thus, the novel contribution of this article is the development of the policy adherence challenges (PAC) model. © 2023 The Authors. The Electronic Journal of Information Systems in Developing Countries published by John Wiley & Sons Ltd.",agile methodology; grounded theory; Nigeria; secure software development; team collaboration,Computer science,John Wiley and Sons Inc,Article,Scopus
Qu S.; Li R.; Yao W.; Ma C.; Guo Z.,"Structure Design, Kinematics Analysis, and Effect Evaluation of a Novel Ankle Rehabilitation Robot",Applied Sciences (Switzerland),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160845402&doi=10.3390%2fapp13106109&partnerID=40&md5=fbb725883d72bbe5b7dabba646efb56a,"This paper presents a novel ankle rehabilitation (2-CRS+PU)&R hybrid mechanism, which can meet the size requirements of different adult lower limbs based on the three-movement model of the ankle. This model is related to three types of movement modes of the ankle movement, without axis offset, which can cover the ankle joint movements. The inverse and forward position/kinematics results analysis of the mechanism is established based on the closed-loop vector method and using the optimization of particle groups algorithm. Four groups of position solutions of the mechanism are obtained. The kinematics simulation is analyzed using ADAMS software. The variations of the velocity and acceleration of all limbs are stable, without any sudden changes, which can effectively ensure the safety and comfort of the ankle model end-user. The dexterity of the mechanism is analyzed based on the transport function, and the results indicate that the mechanism has an excellent transfer performance in yielding the structure parameters. Finally, the rehabilitation evaluation is conducted according to the three types of movement modes of the ankle joint. The results show that this ankle rehabilitation mechanism can provide a superior rehabilitation function. © 2023 by the authors.",(2-CRS+PU)&R hybrid mechanism; ankle rehabilitation; dexterity; kinematics; rehabilitation effect evaluation,Computer science,MDPI,Article,Scopus
Bian Y.; Zhao J.; Li J.; Wei G.; Li J.,A class of spatial remote center-of-motion mechanisms and its forward kinematics,Robotica,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148001412&doi=10.1017%2fS0263574722001047&partnerID=40&md5=53b5d76e5de0db4538966df0a8ef45e1,"Robot-assisted minimally invasive surgery (MIS) has shown tremendous advances over the traditional technique. A crucial challenge for developing a MIS robot is the kinematic design of the remote center-of-motion (RCM) mechanism. In this paper, a class of spatial RCM mechanism is analyzed. They are obtained by generating virtual parallelograms. The main process is to construct a line that passes through a fixed point under the mechanical constraint. The axis of the surgical tool is then constrained to parallel with that line. Hence, due to the geometrical feature of the parallel lines, the axis of the surgical tool will always pass through a fixed point, i.e., the RCM point. Due to the specially designed structure, the fixed point does not need to be physically belonging to the mechanism. The geometrical analysis method is employed to obtain the closed-form solution of the forward kinematics of the proposed mechanisms. Due to the high load capacity of parallel mechanism, the robots based on the proposed RCM mechanisms have promising applications as an external positioner to be used in robotic single-port surgeries.  © The Author(s), 2022. Published by Cambridge University Press.",forward kinematics; minimally invasive surgical robot; remote center-of-motion mechanism,Computer science,Cambridge University Press,Article,Scopus
Zhu Y.; Wei G.; Ren L.; Luo Z.; Shang J.,An Anthropomorphic Robotic Finger With Innate Human-Finger-Like Biomechanical Advantages Part II: Flexible Tendon Sheath and Grasping Demonstration,IEEE Transactions on Robotics,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137892502&doi=10.1109%2fTRO.2022.3200143&partnerID=40&md5=2a0c1d13ef502b7fc353380fec0fe731,"The human hand has a fantastic ability to interact with various objects in the dynamic unstructured environment of our daily activities. We believe that this outstanding performance benefits a lot from the unique biological features of the hand musculoskeletal system. In Part I of this article, a bio-inspired anthropomorphic robotic finger was developed, based on which two human-finger-like biomechanical advantages were elaborately investigated, including the anisotropic variable stiffness associated with the ligamentous joints and the enlarged feasible force space associated with the reticular extensor mechanisms. In Part II, the fingertip force-velocity characteristics resulting from the flexible tendon sheath are studied. It indicates that the fingertip force-velocity workspace can be greatly augmented owing to the self-adaptive morphing of the flexible tendon sheaths, showing the average improvement of 41.2% theoretically and 117.5% experimentally compared with the results of 2 mm, 4 mm, and 6 mm size rigid tendon sheaths. Grasping tests and comparisons are then conducted with four three-fingered robotic hands (one with the robotic finger proposed in Part I, one with hinge joints, one with linear extensors, and one with rigid tendon sheaths) and the human hands of six subjects to handle various objects on flat, rough, and soft surfaces. The results show that the novel bio-inspired design in this research could improve the grasping success rates of the robotic hand. Compared with the grasping test results from the robotic hand with the bio-inspired robotic finger proposed in Part I, the overall grasping performance of a robotic hand with hinge joints, linear extensors, and rigid tendon sheaths decreases by 10%, 6%, and 17%, respectively. The results have also shown that with the embedded biomechanical advantages, even without complex control and sensory systems, the robotic fingers can achieve very comparable performance to human fingers in the grasping demonstrations presented, indicating average 94% of the success rate achieved by the human fingers. Successfully demonstrating 14 of 16 grasp types in the Cutkoskey taxonomy further shows the human-finger-like grasping capability of the proposed robotic fingers.  © 2004-2012 IEEE.",Bio-inspired robotic finger; flexible tendon sheath; force-velocity workspace; grasping and manipulation; robotic hand,Computer science,Institute of Electrical and Electronics Engineers Inc.,Article,Scopus
Zahid H.; Hina S.; Hayat M.F.; Shah G.A.,Agentless Approach for Security Information and Event Management in Industrial IoT,Electronics (Switzerland),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85156264356&doi=10.3390%2felectronics12081831&partnerID=40&md5=901c7cdc34f15ec92e50a33ee57df971,"The Internet of Things (IoT) provides ease of real-time communication in homes, industries, health care, and many other dependable and interconnected sectors. However, in recent years, smart infrastructure, including cyber-physical industries, has witnessed a severe disruption of operation due to privilege escalation, exploitation of misconfigurations, firmware hijacking, malicious node injection, botnets, and other malware infiltrations. The proposed agentless module for Wazuh security information and event management (SIEM) solution contributes to securing small- to large-scale IoT networks of industry 4.0. An agentless module is implemented by vigilantly examining the IoT device traffic without installing any agent or software on the endpoints. In the proposed research scheme, a module sniffs the network traffic of IoT devices captured from the gateway and passes it to a machine learning model for initial detection and prediction. The output of the ML model is embedded in the JSON log format and passed through the Wazuh agent to the Wazuh server where a decoder is added that decodes the network traffic logs. For event monitoring in Wazuh, industrial protocols are also thoroughly analyzed, and the feature set is determined. These features are used to write rules which are tested on the SWaT dataset, utilizing a common industrial protocol (CIP) for communication. Custom and dynamic rules are written at the Wazuh end to generate alerts to respond to any anomaly detected by the machine learning (ML) model or in the protocols used. Finally, in case of any event or an attack is detected, the alerts are fired on the Wazuh dashboard. This agentless SIEM solution has practical implications for the security of the industrial control systems of industry 4.0. © 2023 by the authors.",agentless; cybersecurity; industrial IoT; machine learning; SIEM solution; SWaT,Computer science,MDPI,Article,Scopus
Basheer S.; Singh K.U.; Sharma V.; Bhatia S.; Pande N.; Kumar A.,A robust NIfTI image authentication framework to ensure reliable and safe diagnosis,PeerJ Computer Science,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159790296&doi=10.7717%2fPEERJ-CS.1323&partnerID=40&md5=b002aaaf4c45d016032369d0424d8771,"Advancements in digital medical imaging technologies have significantly impacted the healthcare system. It enables the diagnosis of various diseases through the interpretation of medical images. In addition, telemedicine, including teleradiology, has been a crucial impact on remote medical consultation, especially during the COVID-19 pandemic. However, with the increasing reliance on digital medical images comes the risk of digital media attacks that can compromise the authenticity and ownership of these images. Therefore, it is crucial to develop reliable and secure methods to authenticate these images that are in NIfTI image format. The proposed method in this research involves meticulously integrating a watermark into the slice of the NIfTI image. The Slantlet transform allows modification during insertion, while the Hessenberg matrix decomposition is applied to the LL subband, which retains the most energy of the image. The Affine transform scrambles the watermark before embedding it in the slice. The hybrid combination of these functions has outperformed previous methods, with good trade-offs between security, imperceptibility, and robustness. The performance measures used, such as NC, PSNR, SNR, and SSIM, indicate good results, with PSNR ranging from 60 to 61 dB, image quality index, and NC all close to one. Furthermore, the simulation results have been tested against image processing threats, demonstrating the effectiveness of this method in ensuring the authenticity and ownership of NIfTI images. Thus, the proposed method in this research provides a reliable and secure solution for the authentication of NIfTI images, which can have significant implications in the healthcare industry. © 2023 Basheer et al.",Affine transform; Hessenberg matrix decomposition; LWT; NIfTI medical image; s Watermarking,Computer science,PeerJ Inc.,Article,Scopus
Gkikas D.C.; Theodoridis P.K.; Theodoridis T.; Gkikas M.C.,Finding Good Attribute Subsets for Improved Decision Trees Using a Genetic Algorithm Wrapper; a Supervised Learning Application in the Food Business Sector for Wine Type Classification,Informatics,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172929171&doi=10.3390%2finformatics10030063&partnerID=40&md5=b0dcdcff86027aa4e137ab2b4c1128f0,"This study aims to provide a method that will assist decision makers in managing large datasets, eliminating the decision risk and highlighting significant subsets of data with certain weight. Thus, binary decision tree (BDT) and genetic algorithm (GA) methods are combined using a wrapping technique. The BDT algorithm is used to classify data in a tree structure, while the GA is used to identify the best attribute combinations from a set of possible combinations, referred to as generations. The study seeks to address the problem of overfitting that may occur when classifying large datasets by reducing the number of attributes used in classification. Using the GA, the number of selected attributes is minimized, reducing the risk of overfitting. The algorithm produces many attribute sets that are classified using the BDT algorithm and are assigned a fitness number based on their accuracy. The fittest set of attributes, or chromosomes, as well as the BDTs, are then selected for further analysis. The training process uses the data of a chemical analysis of wines grown in the same region but derived from three different cultivars. The results demonstrate the effectiveness of this innovative approach in defining certain ingredients and weights of wine’s origin. © 2023 by the authors.",artificial intelligence; data mining; decision making; decision trees; feature selection; GA wrapper; genetic algorithm; machine learning; supervised learning,Computer science,Multidisciplinary Digital Publishing Institute (MDPI),Article,Scopus
Salloum S.; Al Marzouqi A.; Alderbashi K.Y.; Shwedeh F.; Aburayya A.; Al Saidat M.R.; Al-Maroof R.S.,Sustainability Model for the Continuous Intention to Use Metaverse Technology in Higher Education: A Case Study from Oman,Sustainability (Switzerland),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162801392&doi=10.3390%2fsu15065257&partnerID=40&md5=2f5e002d26fe22bb29ad02771e09abf6,"This paper investigates adopting metaverse in academic institutions based on a conceptual model. The proposed conceptual model was created to empower future perspectives of the metaverse system. Even though the metaverses system was just recently launched, few attempts have been made to evaluate its impact on the educational sector. This paper attempted to determine the impact of metaverse system by providing a conceptual model that encompasses innovativeness, context awareness, perceived enjoyment, ubiquity, complexity, and value. The information was gathered using an online questionnaire completed by 953 people. The findings indicate that an innovative academic environment can influence teachers’ and students’ attitudes toward new technology. Understanding how the metaverse system functions as an innovative educational tool can influence students’ views regarding the use of new technology, assisting higher education institutions in developing regulations that enhance the learning process. As a result, the study discovered that the moderating impact of’ innovativeness is critical since it contributes to the pervasiveness of users’ perceptions of adopting new technology. The findings show that inventiveness is important in determining the metaverse system’s effectiveness. However, apparent ubiquity appears to have a less effective function in promoting the use of the metaverse system. The factors of context-awareness, perceived complexity and perceived enjoyment possess a substantial impact on the metaverse system’s adoption. Researchers have gained some insight into how university leaders can use current findings to spread awareness about the metaverse system in the educational environment by organizing seminars and workshops, offering incentives for teachers to use it, and allowing experts to assist teachers in better understanding the system’s benefits. © 2023 by the authors.",education technology; innovativeness; mestaverse adoption; perceived complexity; perceived enjoyment; perceived ubiquity; perceived value,Computer science,Multidisciplinary Digital Publishing Institute (MDPI),Article,Scopus
Subhi M.I.; Al-Doori Q.; Alani O.,Enhancing Data Communication Performance: A Comprehensive Review and Evaluation of LDPC Decoder Architectures,Ingenierie des Systemes d'Information,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179030060&doi=10.18280%2fisi.280501&partnerID=40&md5=050d31ca8b584cb3c723b66abcf81949,"Error Correction Codes (ECCs) stand as a linchpin in ensuring data accuracy in wireless communication. As the landscape of modern communication standards continues to expand, there is a mounting inclination towards efficient ECC technologies, such as Low-Density Parity-Check codes (LDPCs). Distinguished by their near-capacity performance and low computational complexity, LDPCs are increasingly utilized in the successful encoding and decoding of data. This study undertakes an exploration of recent advancements in LDPC research, encompassing the analysis of decoding algorithms, architectures, applications, simulations, real-world implementations, and complexities across various hardware platforms. The central research problem addressed within this work is the identification of the most efficacious LDPC decoder implementation, with an emphasis placed on Field-Programmable Gate Array (FPGA) technology. From the outcomes of this study, the Min-Sum algorithm emerged as the favored choice for LDPC decoding, particularly within FPGA implementations. The selection of this algorithm is attributable to its simplicity and implementation feasibility, thus directly addressing the posed research problem. The inherent simplicity of the Min-Sum algorithm's structure renders it a practical choice for real-world applications. Further, its proficiency in error correction and compatibility with FPGA hardware underscore its potential for augmenting the reliability of data transmission in communication systems. The findings of this study advocate for the Min-Sum algorithm as a valuable asset in LDPC decoding, notably within FPGA implementations. This positions it as a promising candidate for optimizing data communication systems. The selection of FPGA as the implementation platform reaffirms its practicality and relevance in contemporary communication technology, thus offering a comprehensive solution to the identified research problem. © 2023 International Information and Engineering Technology Association. All rights reserved.",Error Correction Codes (ECC); Field Programmable Gate Array (FPGA); Low-Density Parity-Check codes (encoder/decoder); Low-Density Parity-Check codes decoding algorithms; Parity Check Matrix (PCM),Computer science,International Information and Engineering Technology Association,Article,Scopus
Abdul-Hussain G.; Holderbaum W.; Theodoridis T.; Wei G.,Modified Nonlinear Hysteresis Approach for a Tactile Sensor,Sensors,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168751039&doi=10.3390%2fs23167293&partnerID=40&md5=fb62cff27cc98dec9f2ba69f53575b13,"Soft tactile sensors based on piezoresistive materials have large-area sensing applications. However, their accuracy is often affected by hysteresis which poses a significant challenge during operation. This paper introduces a novel approach that employs a backpropagation (BP) neural network to address the hysteresis nonlinearity in conductive fiber-based tactile sensors. To assess the effectiveness of the proposed method, four sensor units were designed. These sensor units underwent force sequences to collect corresponding output resistance. A backpropagation network was trained using these sequences, thereby correcting the resistance values. The training process exhibited excellent convergence, effectively adjusting the network’s parameters to minimize the error between predicted and actual resistance values. As a result, the trained BP network accurately predicted the output resistances. Several validation experiments were conducted to highlight the primary contribution of this research. The proposed method reduced the maximum hysteresis error from 24.2% of the sensor’s full-scale output to 13.5%. This improvement established the approach as a promising solution for enhancing the accuracy of soft tactile sensors based on piezoresistive materials. By effectively mitigating hysteresis nonlinearity, the capabilities of soft tactile sensors in various applications can be enhanced. These sensors become more reliable and more efficient tools for the measurement and control of force, particularly in the fields of soft robotics and wearable technology. Consequently, their widespread applications extend to robotics, medical devices, consumer electronics, and gaming. Though the complete elimination of hysteresis in tactile sensors may not be feasible, the proposed method effectively modifies the hysteresis nonlinearity, leading to improved sensor output accuracy. © 2023 by the authors.",backpropagation neural network; conductive fabric; hysteresis; tactile sensor,Computer science,Multidisciplinary Digital Publishing Institute (MDPI),Article,Scopus
Mukherjee P.; Pradhan C.; Tripathy H.K.; Gaber T.,"KryptosChain—A Blockchain-Inspired, AI-Combined, DNA-Encrypted Secure Information Exchange Scheme",Electronics (Switzerland),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147815756&doi=10.3390%2felectronics12030493&partnerID=40&md5=5b5f873a742ed1db3b3cdae855de4a30,"Today’s digital world necessitates the adoption of encryption techniques to ensure secure peer-to-peer communication. The sole purpose of this paper is to conglomerate the fundamentals of Blockchain, AI (Artificial Intelligence) and DNA (Deoxyribonucleic Acid) encryption into one proposed scheme, KryptosChain, which is capable of providing a secure information exchange between a sender and his intended receiver. The scheme firstly suggests a DNA-based Huffman coding scheme, which alternatively allocates purines—Adenine (A) and Guanine (G), and pyrimidines—Thymine (T) and Cytosine (C) values, while following the complementary rule to higher and lower branches of the resultant Huffman tree. Inculcation of DNA concepts makes the Huffman coding scheme eight times stronger than the traditional counterpart based on binary—0 and 1 values. After the ciphertext is obtained, the proposed methodology next provides a Blockchain-inspired message exchange scheme that achieves all the principles of security and proves to be immune to common cryptographic attacks even without the deployment of any smart contract, or possessing any cryptocurrency or arriving at any consensus. Lastly, different classifiers were engaged to check the intrusion detection capability of KryptosChain on the NSL-KDD dataset and AI fundamentals. The detailed analysis of the proposed KryptosChain validates its capacity to fulfill its security goals and stands immune to cryptographic attacks. The intrusion possibility curbing concludes that the J84 classifier provides the highest accuracy of 95.84% among several others as discussed in the paper. © 2023 by the authors.",blockchain technology; DNA encryption; information exchange; intrusion detection system; secure communication,Computer science,MDPI,Article,Scopus
Tang J.; Bader D.L.; Moser D.; Parker D.J.; Forghany S.; Nester C.J.; Jiang L.,A Wearable Insole System to Measure Plantar Pressure and Shear for People with Diabetes,Sensors,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151208458&doi=10.3390%2fs23063126&partnerID=40&md5=691c031a3122e749305da0ca8c35a95b,"Pressure coupled with shear stresses are the critical external factors for diabetic foot ulceration assessment and prevention. To date, a wearable system capable of measuring in-shoe multi-directional stresses for out-of-lab analysis has been elusive. The lack of an insole system capable of measuring plantar pressure and shear hinders the development of an effective foot ulcer prevention solution that could be potentially used in a daily living environment. This study reports the development of a first-of-its-kind sensorised insole system and its evaluation in laboratory settings and on human participants, indicating its potential as a wearable technology to be used in real-world applications. Laboratory evaluation revealed that the linearity error and accuracy error of the sensorised insole system were up to 3% and 5%, respectively. When evaluated on a healthy participant, change in footwear resulted in approximately 20%, 75% and 82% change in pressure, medial–lateral and anterior–posterior shear stress, respectively. When evaluated on diabetic participants, no notable difference in peak plantar pressure, as a result of wearing the sensorised insole, was measured. The preliminary results showed that the performance of the sensorised insole system is comparable to previously reported research devices. The system has adequate sensitivity to assist footwear assessment relevant to foot ulcer prevention and is safe to use for people with diabetes. The reported insole system presents the potential to help assess diabetic foot ulceration risk in a daily living environment underpinned by wearable pressure and shear sensing technologies. © 2023 by the authors.",diabetic foot ulcer; insole system; plantar stress; pressure; shear,Computer science,MDPI,Article,Scopus
Younis A.; Fedtke J.,“You’ve Been Living Here For as Long as You Can Remember”: Trauma in OMORI's Environmental Design,Games and Culture,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150965101&doi=10.1177%2f15554120231162982&partnerID=40&md5=91d4bc7a03a3c705e919e5cc86942d83,"Developed by Omocat and released in December 2020, OMORI is a surreal psychological horror role-playing game. The game follows the titular protagonist Omori as it examines such sensitive topics as suicide, grief, death, and depression. Such traumatic events are triggered in several planes of existence—White Space, Headspace, and Black Space—leading to anxiety, regression, and resurfacing trauma. In our article, we examine such representations of trauma with particular attention to the role of environmental design. The planes represent different approaches to memory, trauma, and repression, which Omori and the player navigate in non-linear, recursive paths. We analyze how each space seeks to illuminate and explore aspects of trauma in its respective atmosphere. Through environmental design, OMORI provides players with three distinct experiences with escapism and trauma that are representative of the experiences of trauma victims, ultimately elucidating the psychological phenomenon on a larger scale to de-stigmatize trauma. © The Author(s) 2023.",environmental design; escapism; OMORI; trauma; video games,Computer science,SAGE Publications Inc.,Article,Scopus
