Authors,Title,Source title,Link,Abstract,Author Keywords,Subject,Publisher,Document Type,Source
Moon R.J.; Taylor R.; Miklavc P.; Mehdi S.B.; Grant S.W.; Bittar M.N.,Wedge resection versus lobectomy in T1 lung cancer patients: a propensity matched analysis,Journal of Cardiothoracic Surgery,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168703086&doi=10.1186%2fs13019-023-02303-4&partnerID=40&md5=947eac46c39384f22c49e3c54bb1925d,"Objectives: Performing wedge resection rather than lobectomy for primary lung cancer remains controversial. Recent studies demonstrate no survival advantage for non-anatomical resection compared to lobectomy in patients with early-stage lung cancer. The objective of this study was to investigate whether in patients with T1 tumours, non-anatomical wedge resection is associated with equivalent survival to lobectomy. Methods: This was a retrospective cohort study of patients who underwent lung resection at the Lancashire Cardiac Centre between April 2005 and April 2018. Patients were subjected to multidisciplinary team discussion. The extent of resection was decided by the team based on British Thoracic Society guidelines. The primary outcome was overall survival. Propensity matching of patients with T1 tumours was also performed to determine whether differences in survival rates exist in a subset of these patients with balanced pre-operative characteristics. Results: There were 187 patients who underwent non-anatomical wedge resection and 431 patients who underwent lobectomy. Cox modelling demonstrated no survival difference between groups for the first 1.6 years then a risk of death 3-fold higher for wedge resection group after 1.6 years (HR 3.14, CI 1.98–4.79). Propensity matching yielded 152 pairs for which 5-year survival was 66.2% for the lobectomy group and 38.5% for the non-anatomical wedge group (SMD = 0.58, p = 0.003). Conclusions: Non-anatomical wedge resection was associated with significantly reduced 5-year survival compared to lobectomy in matched patients. Lobectomy should remain the standard of care for patients with early-stage lung cancer who are fit enough to undergo surgical resection. © 2023, BioMed Central Ltd., part of Springer Nature.",Cancer; Lobectomy; Lung; Resection; Survival; Wedge,Medicine,BioMed Central Ltd,Article,Scopus
Hopwood H.; Harris D.; Sevalie S.; Iyawa G.; Langan Martin J.,The Barriers and Facilitators to Decentralised Nurse-Led Mental Health Service Delivery in Sierra Leone,Community Mental Health Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146770445&doi=10.1007%2fs10597-023-01087-0&partnerID=40&md5=07947e1b3b4129c6fb81fba47b7915a8,"In 2009, 98.0% of people with mental illness in Sierra Leone were not receiving treatment, partly due to the absence of public psychiatric facilities outside the capital. In response to this situation, the Ministry of Health and Sanitation rolled out nurse-led mental health units (MHUs) to every district. This study evaluates the barriers and facilitators to mental health service delivery in decentralised MHUs in Sierra Leone using key informant interviews and focus group discussions with 13 purposefully sampled clinical staff and senior management personnel. The interviews were audio-recorded, translated from Krio if necessary, transcribed, and analysed using manifest content analysis. The findings suggest that factors affecting nurse-led mental health service delivery include small workforce and high workload, culture and beliefs, risks, lack of safety measures and required resources, outdated policies, poor salaries, lack of funds for medication, distance, power, influence, and stigma. Factors that could facilitate nurse-led mental health services include: increasing motivation, increasing the workforce, knowledge sharing, mentorship, availability of medication, passion and modern psychiatry. The findings contribute towards understanding the challenges and opportunities faced by the recently established nurse-led decentralised mental health services across Sierra Leone, in order to address the large mental health treatment gap. We hope the findings will inform further policy and planning to improve the quality of decentralised mental healthcare. © 2023, The Author(s).",LMIC’s; Monitoring and evaluation; Motivation; Traditional healing,Medicine,Springer,Article,Scopus
Fu Y.; Jackson C.; Nelson A.; Iles-Smith H.; McGowan L.,"Exploring support, experiences and needs of older women and health professionals to inform a self-management package for urinary incontinence: a qualitative study",BMJ Open,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164020236&doi=10.1136%2fbmjopen-2023-071831&partnerID=40&md5=3071670774cedd66e747e6d6c158b40b,"Objectives Many women attempt to manage urinary incontinence (UI) independently with variable success while health professionals may be unaware of their needs. This study aimed to (1) understand older women's experiences of UI, their self-management strategies and support needs; (2) explore health professionals' experiences of supporting women and providing relevant services and (3) combine their experiences contribute to development of a theory-based and evidence-based self-management package for UI. Design Qualitative semi-structured interviews were conducted with 11 older women with UI and 11 specialist health professionals. Data were analysed independently using the framework approach, then synthesised in a triangulation matrix to identify implications for content and delivery of the self-management package. Setting Community centres, community continence clinic and urogynaecology centre of a local teaching hospital in northern England. Participants Women aged 55 years and over who self-reported symptoms of UI and health professionals delivering UI services. Results Three overarching themes emerged. Older women see UI as a fact of life' but many struggle with it: women typically considered UI as part of ageing yet expressed annoyance, distress, embarrassment and had made significant lifestyle changes. Access to information and limited high-quality professional support: health professionals provided specialist UI care and information. Yet less than half of women accessed specialist services, those who had, highly valued these services. Trial and error' with different self-management strategies: women had tried or were using different strategies (continence pads, pelvic floor exercises, bladder management and training, fluid management and medication), with mixed success. Health professionals provided evidence-based, personalised support and motivation. Conclusions Findings informed the content of the self-management package that focused on providing facts, acknowledging challenges of living with/self-managing UI, sharing others' experiences, using motivational strategies and self-management tools. Delivery preferences were independent use by women or working through the package with a health professional.  © Author(s) (or their employer(s)) 2023. Re-use permitted under CC BY-NC. No commercial re-use. See rights and permissions. Published by BMJ.",qualitative research; urinary incontinences; urogynaecology,Medicine,BMJ Publishing Group,Article,Scopus
Hammond A.; Prior Y.; Adams J.; Firth J.; O’Neill T.; Hough Y.,Perceptions of arthritis glove wear of patients with rheumatoid arthritis and persistent hand pain: A nested questionnaire study within the A-Gloves trial,Musculoskeletal Care,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141439610&doi=10.1002%2fmsc.1709&partnerID=40&md5=e359f3cfcc061958ed9b3cb6aa56652b,"Introduction: Arthritis gloves are prescribed in rheumatoid arthritis (RA) to reduce hand pain, stiffness, and improve hand function. As part of a randomised controlled trial, this study investigated participants' perceptions of wearing arthritis gloves. Method: Participants with RA and persistent hand pain (n = 206) were randomly assigned and prescribed either loose-fitting gloves (control) or arthritis gloves (intervention), for day and/or night wear (as per individual need). At 12-weeks, the trial follow-up questionnaire also included items about whether the gloves prescribed were: beneficial or not; if yes, the benefits experienced; any problems encountered; if they stopped wearing gloves day and/or night, and why. Results: The questionnaire response rate was 154/206 (75%). In both groups, 73% reported gloves were beneficial (p = 0.97). There were no differences in types of benefits reported. The most common were: warmth (59% control: 54% intervention; p = 0.53); and comfort (54%: 62%; p = 0.29). Fewer reported problems with glove wear in the control group (33%), compared to the intervention group (49%); p = 0.05. In both groups, the most common daytime problem was inability to wear gloves for wet or dirty activities; and at night, gloves being too hot. Similar numbers in the control and intervention groups stopped wearing gloves either day or night (23%: 31%; p = 0.26), primarily for these reasons. Discussion: Participants' perceptions about wearing arthritis or loose-fitting gloves were very similar. Wearing ordinary gloves could result in similar perceived benefits to arthritis gloves. © 2022 The Authors. Musculoskeletal Care published by John Wiley & Sons Ltd.",arthritis; gloves; hand; hand function; hand pain; hand stiffness; orthoses,Medicine,John Wiley and Sons Ltd,Article,Scopus
Carneiro J.; Sampaio I.; Silva-Júnior J.D.S.E.; Martins-Junior A.; Farias I.; Hrbek T.; Boubli J.; Schneider H.,"Molecular Evidence Supports Five Lineages within Chiropotes (Pitheciidae, Platyrrhini)",Genes,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166223784&doi=10.3390%2fgenes14071309&partnerID=40&md5=18f43c835800288bfdccac54d84a5e22,"Pitheciines have unique dental specializations among New World monkeys that allow them to feed on fruits with hard pericarps, thus playing a major role as seed predators. The three extant pitheciine genera, Pithecia, Cacajao and Chiropotes, are all endemic to the Amazon region. Because of the uncertainties about interspecific relationships, we reviewed the systematics and taxonomy of the genus Chiropotes. The phylogenetic analyses were performed based on Maximum Likelihood and Bayesian Inference, while species delimitation analyses were carried out using multispecies coalescent methods. In addition, we estimated genetic distances, divergence time and the probable ancestral distribution of this genus. Our results support five species of Chiropotes that emerged during the Plio-Pleistocene. Biogeographic estimates suggest that the ancestor of the current Chiropotes species occupied the endemism areas from Rondônia and Tapajós. Later, subsequent radiation and founder effects associated with the formation of the Amazonian basins probably determined the speciation events within Chiropotes. © 2023 by the authors.",biogeography Chiropotes; cuxiu; phylogeny,Medicine,Multidisciplinary Digital Publishing Institute (MDPI),Article,Scopus
Ghosh S.; Banerjee S.; Prajapati J.; Mandal J.; Mukherjee A.; Bhattacharyya P.,Pollution and health risk assessment of mine tailings contaminated soils in India from toxic elements with statistical approaches,Chemosphere,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149479813&doi=10.1016%2fj.chemosphere.2023.138267&partnerID=40&md5=8d1f310138c3ebb735f6d911e3d8d9b6,"The rapid mining activities of mica mines in Giridih district, India, have led to toxic metal pollution of agricultural soil. This is a key concern for environmental risk and human health. 63 top soil samples were collected at a distance of 10 m (Zone 1), 50 m (Zone 2), and 100 m (Zone 3) from near 21 mica mines with agriculture fields. The mean concentration of total and bio-available toxic elements (TEs - Cr, Ni, Pb, Cu, Zn, and Cd) was higher in zone 1 across three zones. The Positive matrix factorization model (PMF) and Pearson Correlation analysis were used to identify waste mica soils with TEs. Based on PMF results, Ni, Cr, Cd, and Pb were the most promising pollutants and carried higher environmental risks than the other TEs. Using the self-organizing map (SOM), zone 1 was identified as a high-potential source of TEs. Soil quality indexes for TEs risk zone 1 were found to be higher across three zones. Based on the health risk index (HI), children are more adversely affected than adults. Monte Carlo simulations (MCS) model and sensitivity analysis of total carcinogenic risk (TCR), children were more affected by Cr and Ni than adults through ingestion exposure pathways. Finally, a geostatistical tool was developed to predict the spatial distribution patterns of TEs contributed by mica mines. In a probabilistic assessment of all populations, non-carcinogenic risks appeared to be negligible. The fact that there is a TCR can't be ignored, and children are more likely to develop it than adults. Mica mines with TEs contamination were found to be the most significant anthropogenic contributor to health risks based on source-oriented risk assessment. © 2023 Elsevier Ltd",GIS; Health risk assessment; MCS; PMF; SOM; TEs,Medicine,Elsevier Ltd,Article,Scopus
Edwardson C.L.; Abell L.; Clarke-Cornwell A.; Dunstan D.W.; Gray L.J.; Healy G.N.; Hadjiconstantinou M.; Wilson P.; Maylor B.; Munir F.; Biddle S.J.,Implementation and engagement of the SMART Work & Life sitting reduction intervention: an exploratory analysis on intervention effectiveness,International Journal of Behavioral Nutrition and Physical Activity,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180132158&doi=10.1186%2fs12966-023-01548-5&partnerID=40&md5=325eabc0a8bad060aebf0b365c58ca00,"Background: To enhance the impact of interventions, it is important to understand how intervention engagement relates to study outcomes. We report on the level of implementation and engagement with the SMART Work & Life (SWAL) programme (delivered with (SWAL plus desk) and without a height-adjustable desk (SWAL)) and explore the effects of different levels of this on change in daily sitting time in comparison to the control group. Methods: The extent of intervention delivery by workplace champions and the extent of engagement by champions and participants (staff) with each intervention activity was assessed by training attendance logs, workplace champion withdrawal dates, intervention activities logs and questionnaires. These data were used to assess whether a cluster met defined criteria for low, medium, or high implementation and engagement or none of these. Mixed effects linear regression analyses tested whether change in sitting time varied by: (i) the number of intervention activities implemented and engaged with, and (ii) the percentage of implementation and engagement with all intervention strategies. Results: Workplace champions were recruited for all clusters, with 51/52 (98%) attending training. Overall, 12/27 (44.4%) SWAL and 9/25 (36.0%) SWAL plus desk clusters implemented all main intervention strategies. Across remaining clusters, the level of intervention implementation varied. Those in the SWAL (n = 8 (29.6%) clusters, 80 (32.1%) participants) and SWAL plus desk (n = 5 (20.0%) clusters, 41 (17.1%) participants) intervention groups who implemented and engaged with the most intervention strategies and had the highest percentage of cluster implementation and engagement with all intervention strategies sat for 30.9 (95% CI -53.9 to -7.9, p = 0.01) and 75.6 (95% CI -103.6 to -47.7, p < 0.001) fewer minutes/day respectively compared to the control group at 12 month follow up. These differences were larger than the complete case analysis. The differences in sitting time observed for the medium and low levels were similar to the complete case analysis. Conclusions: Most intervention strategies were delivered to some extent across the clusters although there was large variation. Superior effects for sitting reduction were seen for those intervention groups who implemented and engaged with the most intervention components and had the highest level of cluster implementation and engagement. Trial Registration: ISRCTN11618007. Registered on 24 January 2018. https://www.isrctn.com/ISRCTNISRCTN11618007 . © 2023, The Author(s).",Engagement; Fidelity; Intervention; Sitting; Workplace,Medicine,BioMed Central Ltd,Article,Scopus
Knipschild R.; Klip H.; van Leeuwaarden D.; van Onna M.J.R.; Lindauer R.J.L.; Staal W.G.; Bicanic I.A.E.; de Jongh A.,"Treatment of multiple traumatized adolescents by enhancing regulation skills and reducing trauma related symptoms: rationale, study design, and methods of randomized controlled trial (the Mars-study)",BMC Psychiatry,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169698863&doi=10.1186%2fs12888-023-05073-4&partnerID=40&md5=09ed37120b8e74f8f9b0c47bf7c5fc69,"Background: There is ongoing debate regarding the treatment of severe and multiple traumatized children and adolescents with post-traumatic stress disorder (PTSD). Many clinicians favor a phase-based treatment approach (i.e., a stabilization phase prior to trauma-focused therapy) over immediate trauma-focused psychological treatment, despite the lack of scientific evidence. Research on the effects of different treatment approaches is needed for children and adolescents with (symptoms of complex) PTSD resulting from repeated sexual and/or physical abuse during childhood. Objective: This paper describes the rationale, study design, and methods of the MARS-study, a two-arm randomized controlled trial (RCT) that aims to compare the results of phase-based treatment with those of immediate trauma-focused treatment and determine whether immediate trauma-focused treatment is not worse than phase-based treatment in reducing PTSD symptoms. Methods: Participants are individuals between 12 and 18 years who meet the diagnostic criteria for PTSD due to repeated sexual abuse, physical abuse, or domestic violence during childhood. Participants will be blindly allocated to either the phase-based or immediate trauma-focused treatment condition. In the phase-based treatment condition, participants receive 12 sessions of the Dutch version of Skill Training in Affective and Interpersonal Regulation (STAIR-A), followed by 12 sessions of EMDR therapy. In the immediate trauma-focused condition, the participants receive 12 sessions of EMDR therapy. The two groups are compared for several outcome variables before treatment, mid-treatment (only in the phase-based treatment condition), after 12 trauma-focused treatment sessions (post-treatment), and six months post-treatment (follow-up). The main parameter is the presence and severity of PTSD symptoms (Clinician-Administered PTSD Scale for Children and Adolescents, CAPS-CA). The secondary outcome variables are the severity of complex PTSD symptoms (Interpersonal Problems as measured by the Experiences in Close Relationship-Revised, ECR-RC; Emotion Regulation as measured by the Difficulties in Emotion Regulation Scale, DERS; Self Esteem as measured by the Rosenberg Self Esteem Scale, RSES), changes in anxiety and mood symptoms (Revised Anxiety and Depression Scale; RCADS), changes in posttraumatic cognitions (Child Posttraumatic Cognitions Inventory, CPTCI), changes in general psychopathology symptoms (Child Behavior Checklist, CBCL), and Quality of Life (Youth Outcome Questionnaire, Y-OQ-30). Furthermore, parental stress (Opvoedingsvragenlijst, OBVL) and patient-therapist relationship (Feedback Informed Treatment, FIT) will be measured, whereas PTSD symptoms will be monitored in each session during both treatment conditions (Children’s Revised Impact of Event Scale, CRIES-13). Discussion: Treating (symptoms of complex) PTSD in children and adolescents with a history of repeated sexual and/or physical abuse during childhood is of great importance. However, there is a lack of consensus among trauma experts regarding the optimal treatment approach. The results of the current study may have important implications for selecting effective treatment options for clinicians working with children and adolescents who experience the effects of exposure to multiple interpersonal traumatic events during childhood. Trial registrations: The study was registered on the “National Trial Register (NTR)” with the number NTR7024. This registry was obtained from the International Clinical Trial Registry Platform (ICTRP) and can be accessed through the ICTRP Search Portal (https://trialsearch.who.int/). © 2023, BioMed Central Ltd., part of Springer Nature.",Adolescents; Complex PTSD; EMDR; Phase-based treatment; PTSD; Stabilization; STAIR; TRAP; Trauma,Medicine,BioMed Central Ltd,Article,Scopus
Nagatani T.; Kendall K.L.; Guppy S.N.; Poon W.C.K.; Haff G.G.,Effect of 3 Different Set Configurations on Kinematic Variables and Internal Loads During a Power Snatch Session,Journal of Strength and Conditioning Research,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171811933&doi=10.1519%2fJSC.0000000000004498&partnerID=40&md5=c2e7c4f052b7355afb27dd96c4b3569a,"The aim of this study was to investigate the effect of 3 different set configurations on kinematic variables and internal loads during multiple sets performed with the power snatch. Ten strength-power athletes with at least 6 months of training experience performing the power snatch participated in this study, which consisted of 3 experimental protocols performed in a randomized repeated-measures design. The 3 protocols involved performing the power snatch for 3 sets of 5 repetitions at an average load of 75% 1 repetition maximum with a traditional (TRAD), cluster (CLU), or ascending cluster (A-CLU) protocol, where the training load was progressively increased across the set. Kinematic variables and internal loads (heart rate, blood lactate, and rate of perceived exertion) were measured during each protocol. The athletes maintained peak velocity (PV) and peak power (PP) and exhibited lower internal loads during CLU sets when compared with TRAD sets, whereas they displayed significant decreases in PV during TRAD sets. However, there were no statistically significant differences in PV and PP responses between the TRAD and CLU protocol. The athletes exhibited a significant decrease in PV, whereas PP was increased across each set in the A-CLU protocol, with lower internal loads observed compared with the TRAD protocol. Overall, the training loads used in this study do not appear to maximize the benefits of using CLU set during 3 sets of power snatches performed for 5 repetitions. In addition, A-CLU sets may potentially be useful as a means of maximizing the power output of the athlete. © 2023 NSCA National Strength and Conditioning Association. All rights reserved.",cluster set; inter-repetition rest interval; velocity,Medicine,NSCA National Strength and Conditioning Association,Article,Scopus
Kotani Y.; Lake J.; Guppy S.N.; Poon W.; Nosaka K.; Haff G.G.,Agreement in Squat Jump Force-Time Characteristics Between Smith Machine and Free-Weight Squat Jump Force-Time Characteristics,Journal of Strength and Conditioning Research,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171899772&doi=10.1519%2fJSC.0000000000004514&partnerID=40&md5=dfa474a163c1ac902770ccd9b02f7bf6,"The purpose of this study was to determine whether squat jump (SJ) force-velocity (FV) and load-velocity (LV) profiles created using free-weights agree with profiles created with a Smith machine. Fifteen resistance-trained male subjects (age = 26.4 ± 2.5 years; height = 1.75 ± 0.09 m; body mass = 82.6 ± 13.4 kg) participated in this study. All subjects completed 2 familiarization and 2 experimental sessions using both the Smith machine and free-weight SJs each separated by 48 hours. During the experimental trials, progressively loaded SJs were performed in a quasi-randomized block order with loads between 21 kg and 100% of the subject's body mass. Agreement between exercise mode was determined with a weighted least products regression analysis. No fixed or proportional bias was noted between exercise modes when using peak velocity (PV) and mean velocity (MV) to create an FV profile. There was no fixed and proportional bias present for the LV profile when the profile was created with PV. When the LV profile was calculated from MV, fixed and proportional bias were present, indicating that MVs were significantly different between exercise modes. In addition, the free-weight FV and LV profiles exhibited poor to good relative and good to poor absolute reliability. Furthermore, when created using the Smith machine, both profiles exhibited poor to moderate relative and absolute reliability. Based on these data, caution should be used when interpreting LV and FV profiles created with these 2 methods. © 2023 NSCA National Strength and Conditioning Association. All rights reserved.",exercise mode; force generation capacity; jump performance; training direction; training load prescription; velocity-based training,Medicine,NSCA National Strength and Conditioning Association,Article,Scopus
Oliveira M.A.; Braga-Pereira F.; El Bizri H.R.; Morcatty T.Q.; Doria C.R.C.; Messias M.R.,"Hunting practices in southwestern Amazonia: a comparative study of techniques, modalities, and baits among urban and rural hunters",Journal of Ethnobiology and Ethnomedicine,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163870852&doi=10.1186%2fs13002-023-00599-z&partnerID=40&md5=4a75c3262a72e2ba82b0d9642732ce85,"Background: Hunting is a vital means of obtaining animal in various human populations. Hunters rely on their knowledge of species ecology and behavior to develop and employ hunting techniques and increase their chances of success. The comparison of the hunting practices of different human societies can shed light on the sustainability of hunting and the impact it has on species’ populations. In this study, we examine and compare the techniques, modalities, and baits used by urban and rural hunters in Rondônia, a state in southwestern Amazonia, Brazil. We expected that rural hunters would use these elements and have greater knowledge when compared to urban hunters. We also expect that the use of specific hunting techniques and modalities will have greater selectivity and specificity of capture for rural hunters and that this knowledge will differ between groups. Methods: We conducted 106 semi-structured interviews with rural and urban hunters from October 2018 to February 2020. We analyzed the data using PERMANOVA and Network analyses to compare and contrast the hunting practices of each group. Results: We recorded four main hunting techniques divided into ten modalities with three techniques and seven modalities being the preferred choices among hunters. Waiting for at a Fruit Tree was cited as the primary technique employed by hunters living in urban and rural areas indicated. While the techniques and modalities were similar among hunters, the composition of species targeted and baits used differed between groups. Our network approach showed that modularity in urban areas was numerically lower than in rural areas. All species had one to more techniques associated with their capture. Conclusions: Hunters living in urban and rural environments showed high similarity in their practices, probably due to sharing similar environments to hunt containing similar species, as well as targeting preferably the same species. © 2023, The Author(s).",Amazon; Harvest; Hunting strategies; Lures; Wildlife use,Medicine,BioMed Central Ltd,Article,Scopus
Edwardson C.L.; Maylor B.D.; Biddle S.J.H.; Clarke-Cornwell A.M.; Clemes S.A.; Davies M.J.; Dunstan D.W.; Granat M.H.; Gray L.J.; Hadjiconstantinou M.; Healy G.N.; Wilson P.; Munir F.; Yates T.; Eborall H.,Participant and workplace champion experiences of an intervention designed to reduce sitting time in desk-based workers: SMART work & life,International Journal of Behavioral Nutrition and Physical Activity,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178475576&doi=10.1186%2fs12966-023-01539-6&partnerID=40&md5=21b4c59f74e832f02763057cbf7c7c3e,"Background: A cluster randomised controlled trial demonstrated the effectiveness of the SMART Work & Life (SWAL) behaviour change intervention, with and without a height-adjustable desk, for reducing sitting time in desk-based workers. Staff within organisations volunteered to be trained to facilitate delivery of the SWAL intervention and act as workplace champions. This paper presents the experiences of these champions on the training and intervention delivery, and from participants on their intervention participation. Methods: Quantitative and qualitative feedback from workplace champions on their training session was collected. Participants provided quantitative feedback via questionnaires at 3 and 12 month follow-up on the intervention strategies (education, group catch ups, sitting less challenges, self-monitoring and prompts, and the height-adjustable desk [SWAL plus desk group only]). Interviews and focus groups were also conducted at 12 month follow-up with workplace champions and participants respectively to gather more detailed feedback. Transcripts were uploaded to NVivo and the constant comparative approach informed the analysis of the interviews and focus groups. Results: Workplace champions rated the training highly with mean scores ranging from 5.3/6 to 5.7/6 for the eight parts. Most participants felt the education increased their awareness of the health consequences of high levels of sitting (SWAL: 90.7%; SWAL plus desk: 88.2%) and motivated them to change their sitting time (SWAL: 77.5%; SWAL plus desk: 85.77%). A high percentage of participants (70%) reported finding the group catch up session helpful and worthwhile. However, focus groups highlighted mixed responses to the group catch-up sessions, sitting less challenges and self-monitoring intervention components. Participants in the SWAL plus desk group felt that having a height-adjustable desk was key in changing their behaviour, with intrinsic as well as time based factors reported as key influences on the height-adjustable desk usage. In both intervention groups, participants reported a range of benefits from the intervention including more energy, less fatigue, an increase in focus, alertness, productivity and concentration as well as less musculoskeletal problems (SWAL plus desk group only). Work-related, interpersonal, personal attributes, physical office environment and physical barriers were identified as barriers when trying to sit less and move more. Conclusions: Workplace champion and participant feedback on the intervention was largely positive but it is clear that different behaviour change strategies worked for different people indicating that a ‘one size fits all’ approach may not be appropriate for this type of intervention. The SWAL intervention could be tested in a broader range of organisations following a few minor adaptations based on the champion and participant feedback. Trial registration: ISCRCTN registry (ISRCTN11618007). © 2023, The Author(s).",Barriers; Benefits; Occupational; Sedentary behaviour; Workplace,Medicine,BioMed Central Ltd,Article,Scopus
Bishop C.; Jordan M.; Torres-Ronda L.; Loturco I.; Harry J.; Virgile A.; Mundy P.; Turner A.; Comfort P.,"Selecting Metrics That Matter: Comparing the Use of the Countermovement Jump for Performance Profiling, Neuromuscular Fatigue Monitoring, and Injury Rehabilitation Testing",Strength and Conditioning Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174904241&doi=10.1519%2fSSC.0000000000000772&partnerID=40&md5=a34b178f08c2e8d92abdee8d693c6005,"The countermovement jump (CMJ) is one of the most used performance assessments in strength and conditioning. Although numerous studies discuss the usability of different metrics in this test, this is often performed within the context of a specific aim. However, to our knowledge, no information currently exists providing practitioners with some over-arching recommendations on which metrics to choose when the purpose of using the test differs. This article discusses how the metrics selected to monitor during CMJ testing may differ when aiming to use it as a proxy for athletic performance, as part of neuromuscular fatigue monitoring, or as part of a test battery for return to performance in injured athletes.  © National Strength and Conditioning Association. Unauthorized reproduction of this article is prohibited.",fatigue; injury; jumping; performance,Medicine,Lippincott Williams and Wilkins,Article,Scopus
Viliardos L.; McAndrew S.; Murphy N.,Exploring male childhood sexual abuse survivors' experiences of specialist counselling services,Counselling and Psychotherapy Research,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142221350&doi=10.1002%2fcapr.12596&partnerID=40&md5=b991b060abd88aef75ee0d8c559fc6f6,"Global estimates suggest 5% to 10% of men report experience of childhood sexual abuse (CSA). However, male CSA is significantly underreported, with men being reluctant to disclose due to vulnerability, stigmatisation, homophobic responses and fearing a loss of masculinity. A lack of research and service provision targeted towards men suggests male survivors of CSA are marginalised. This qualitative study, using a narrative approach, focussed on four adult male survivors of CSA. The aim of the study was to explore their experiences of engaging in counselling and support services for CSA from nonstatutory and voluntary organisations. Face-to-face narrative interviews were audio-recorded and transcribed verbatim. Analysis was undertaken using a two-phase approach; first, each narrative was analysed as a whole; second, an across-transcripts analysis was carried out to identify shared themes and divergences that emerged from the individual stories. In this paper, findings from the second phase of the analysis are presented. Three themes regarding male survivors' experiences of specialist counselling services were identified: “Trust Me, I'm a Doctor,” “Trust me, I'm a Counsellor” and “Counsellor or Mother?” This is the first academic study focussing specifically on men's experience of support for CSA in the UK from a service user perspective. Making an original contribution to the knowledge base regarding counselling experiences and the effectiveness of therapy for male CSA survivors, it will help to inform professional counselling services which are likely to come into contact with male survivors of CSA. © 2022 The Authors. Counselling and Psychotherapy Research published by John Wiley & Sons Ltd on behalf of British Association for Counselling and Psychotherapy.",child sexual abuse; counsellor; males; narrative; survivor,Medicine,John Wiley and Sons Inc,Article,Scopus
Smolarek T.; Haff G.G.; Poon W.C.K.; Nagatani T.; Barley O.R.; Guppy S.N.,Dynamic and Isometric Force-Time Curve Characteristics Influencing Change of Direction Performance of State-Level Netball Players,Journal of Strength and Conditioning Research,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178495464&doi=10.1519%2fJSC.0000000000004616&partnerID=40&md5=fce524917c85ff1da804fa2cef840109,"Smolarek, T, Haff, GG, Poon, WCK, Nagatani, T, Barley, OR, and Guppy, SN. Dynamic and isometric force-time curve characteristics influencing change of direction performance of state-level netball players. J Strength Cond Res 37(12): 2397-2404, 2023 - Although multiple lower-body strength capacities are required to change direction rapidly, there is limited knowledge about the relative importance of these factors. Therefore, the purpose of this study was to assess the relationship between dynamic and isometric lower-body strength capacities and change of direction (COD) time in state-league netball players. Seventeen female athletes completed maximal isometric midthigh pull (IMTP), countermovement jump (CMJ), and modified 5-0-5 COD tests. Pearson's product moment correlations were used to determine the relationship between COD time and several IMTP and CMJ force-time curve characteristics. To assess the level of contribution of each force-time curve characteristic to COD time, multivariate-linear stepwise regression analyses were performed. A significant moderate correlation was noted between net relative peak force (PF) during the IMTP and COD time (r = 0.488, p = 0.047), accounting for 23.8% of the variance in COD time. Moreover, concentric relative impulse during the CMJ was strongly correlated with COD time (r = 0.718; p = 0.001), explaining 81.9% of the variance in COD time when combined with net relative braking PF in a stepwise regression. Based on these findings, female netball players who display higher concentric and isometric strength, as well as the ability to express higher impulses during the concentric phase of the CMJ, are likely to perform CODs faster. This may occur because COD requires the generation of greater propulsive forces, as well as reduced braking and contact times, along with greater isometric strength enabling effective repositioning of center of mass during COD tasks. © 2023 NSCA National Strength and Conditioning Association. All rights reserved.",countermovement jump; impulse; isometric mid-thigh pull; peak isometric force; strength,Medicine,NSCA National Strength and Conditioning Association,Article,Scopus
