Authors,Title,Source title,Link,Abstract,Author Keywords,Subject,Publisher,Document Type,Source
Brown L.A.; Morris H.; Morrone R.; Sinclair M.; Williams O.; Hunt M.; Bandopadhyay S.; Guo X.; Akcay H.; Dash J.,Near-infrared digital hemispherical photography enables correction of plant area index for woody material during leaf-on conditions,Ecological Informatics,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181755017&doi=10.1016%2fj.ecoinf.2023.102441&partnerID=40&md5=06cb5460e81134b53f79202ead8ad7d9,"Indirect optical measurement techniques enable efficient and non-destructive estimation of plant area index (PAI). However, because they cannot distinguish between foliage and other canopy elements, corrections are needed to determine leaf area index (LAI), which is typically the property of interest. In this study, we investigate near-infrared digital hemispherical photography (DHP) as a means of estimating and correcting for woody material. Using data collected at a deciduous broadleaf forest site, we show that near-infrared DHP could successfully estimate effective wood area index (WAIe) and wood area index (WAI) during leaf-on conditions, providing similar mean values (WAIe = 0.88, WAI = 1.53) to those determined from visible DHP during leaf-off conditions (WAIe = 0.87, WAI = 1.38). This information was used to correct estimates of effective PAI (PAIe) and PAI, enabling effective LAI (LAIe) and LAI to be derived with low RMSD (0.33 for LAIe and 0.76 for LAI), NRMSD (12% for LAIe and 19% for LAI), and bias (−0.01 for LAIe and −0.16 for LAI). Not correcting for woody material led to overestimation of LAIe by 31% on average and 46% in the worst observed case, and the degree of overestimation was further enlarged for LAI (42% on average and 61% in the worst observed case). In agreement with previous studies, the effects of clumping and woody area were found to be partly compensatory. On average, PAIe provided a reasonable approximation of LAI without correction, though overestimation of 52% and underestimation of 20% occurred at the lowest and highest LAI values, respectively. Compared to WAIe and WAI measurement using leaf-off visible DHP, near-infrared DHP offers two crucial advantages: i) data collection can be conducted at the same time as leaf-on PAIe and PAI measurements, and ii) it is likely that the approach could provide an indirect WAIe and WAI measurement option for evergreen species. © 2023 The Authors",DHP; Leaf area index (LAI); Near-infrared imagery; PAI; Wood area index (WAI),Mathematics,Elsevier B.V.,Article,Scopus
Baker R.D.; McHale I.G.,A flexible mixed model for age-dependent performance: application to golf,Journal of the Royal Statistical Society. Series C: Applied Statistics,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183094388&doi=10.1093%2fjrsssc%2fqlad065&partnerID=40&md5=be8d970872c4cc4bc4bce13ade89aae2,"We present a new mixed linear model for the relationship between age and performance. The model allows for random effects at the nodes of a barycentric interpolation, such that performance evolves with age in a non-prescriptive way. We use the model to investigate the effects of age on performance in golf and find that performance peaks in the 30s and then declines after that. We disaggregate performance into its constituent components and find that driving, which tends to require power and speed, deteriorates consistently from the early 20s, whilst putting, which requires touch and finesse, remains strong until the late 40s. Our model can be used in other settings, and requires only that measures of performance exist. © The Royal Statistical Society 2023.",ageing; barycentric rational interpolation; mixed-effects model; optimum age; statistics in sports,Mathematics,Oxford University Press,Article,Scopus
Bian Y.; Zhao J.; Li J.; Wei G.; Li J.,A class of spatial remote center-of-motion mechanisms and its forward kinematics,Robotica,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148001412&doi=10.1017%2fS0263574722001047&partnerID=40&md5=53b5d76e5de0db4538966df0a8ef45e1,"Robot-assisted minimally invasive surgery (MIS) has shown tremendous advances over the traditional technique. A crucial challenge for developing a MIS robot is the kinematic design of the remote center-of-motion (RCM) mechanism. In this paper, a class of spatial RCM mechanism is analyzed. They are obtained by generating virtual parallelograms. The main process is to construct a line that passes through a fixed point under the mechanical constraint. The axis of the surgical tool is then constrained to parallel with that line. Hence, due to the geometrical feature of the parallel lines, the axis of the surgical tool will always pass through a fixed point, i.e., the RCM point. Due to the specially designed structure, the fixed point does not need to be physically belonging to the mechanism. The geometrical analysis method is employed to obtain the closed-form solution of the forward kinematics of the proposed mechanisms. Due to the high load capacity of parallel mechanism, the robots based on the proposed RCM mechanisms have promising applications as an external positioner to be used in robotic single-port surgeries.  © The Author(s), 2022. Published by Cambridge University Press.",forward kinematics; minimally invasive surgical robot; remote center-of-motion mechanism,Mathematics,Cambridge University Press,Article,Scopus
Venkatadri K.; Ramachandra Prasad V.; Anwar Bég O.; Kuharat S.; Bég T.A.; Saha S.,Magneto-thermo-gravitational Rayleigh–Bénard convection of an electro-conductive micropolar fluid in a square enclosure: Finite volume computation,Numerical Heat Transfer; Part A: Applications,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181191054&doi=10.1080%2f10407782.2023.2299290&partnerID=40&md5=b538768016e87c53ab88c388ebc8c82a,"This article presents both a theoretical and a numerical analysis of thermo-gravitational magnetic convection in electro-conductive Eringen micropolar fluids in a two-dimensional enclosure. The computational regime is bound with cold top, hot bottoms, and adiabatic side walls. The governing equations were transformed via scaled variables into dimensionless partial differential equations. A Finite volume method (FVM) is used to get a solution of the computational regime. Validation of the FVM solutions is included for non-magnetic special case from the literature. Streamline contours, isotherm contours, iso-microrotation contours (lines of constant angular velocity) and local Nusselt number at the left hot wall is depicted graphically for the impact of Hartmann (magnetic) number (Ha), Prandtl number (Pr), micropolar parameter (K) and Rayleigh number (Ra). A significant modification in internal circulation and micro-rotation in addition to temperature distribution is observed with increasing vortex viscosity parameter. Significant warping of isotherms is induced with stronger magnetic field and the mushroom-shaped core structure encountered at weak magnetic field transitions to a sigmoidal topology. © 2024 Taylor & Francis Group, LLC.",Electromagnetic materials processing; finite volume method; MHD; micropolar fluid; natural convection; square enclosure,Mathematics,Taylor and Francis Ltd.,Article,Scopus
Singh A.; Scarf P.; Baker R.,A unified theory for bivariate scores in possessive ball-sports: The case of handball,European Journal of Operational Research,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131833991&doi=10.1016%2fj.ejor.2022.05.010&partnerID=40&md5=c22533a3e3e5ac1399e6d045f3c88ff8,"We present a unified theory that posits three fundamental models as necessary and sufficient for modelling the bivariate scores in possessive ball-sports. These models provide the basis for perhaps more complicated models that can be used for prediction, experimentation, and explanation. First is the Poisson-match, for when goals are rare, or when goals are frequent but the restart after a goal is contested. Second is the binomial-match, for when goals are frequent and the restart uses the alternating rule. Third is the Markov-match, for when the restart uses the catch-up rule. We describe in detail the new model amongst these, the Markov-match, which is complementary to rather than competing with the binomial-match. The Markov-match is a bivariate generalisation of the Markov-binomial distribution. Its structure (catch-up restart) induces a larger correlation between the scores of competitors than does the binomial-match (alternating restart) but slightly more tied outcomes. The Markov-match is illustrated using handball, a high-scoring sport. In our analysis the time-varying strengths of 45 international handball teams are estimated. This poses some mathematical and computational problems, and in particular we describe how to shrink the strength-estimates of teams that play fewer games in tournaments because they are weaker. For the handball results, the Markov-match gives a better fit to data than the Poisson-match. © 2022 The Author(s)",Bivariate discrete distributions; OR in sports; Prediction; Selection bias; Shrinkage,Mathematics,Elsevier B.V.,Article,Scopus
Khan S.B.; Alojail M.; Al Moteri M.,Advancing Disability Management in Information Systems: A Novel Approach through Bidirectional Federated Learning-Based Gradient Optimization,Mathematics,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181963652&doi=10.3390%2fmath12010119&partnerID=40&md5=1bdc8dcf0d582d09fcc917127fda6bd5,"Disability management in information systems refers to the process of ensuring that digital technologies and applications are designed to be accessible and usable by individuals with disabilities. Traditional methods face several challenges such as privacy concerns, high cost, and accessibility issues. To overcome these issues, this paper proposed a novel method named bidirectional federated learning-based Gradient Optimization (BFL-GO) for disability management in information systems. In this study, bidirectional long short-term memory (Bi-LSTM) was utilized to capture sequential disability data, and federated learning was employed to enable training in the BFL-GO method. Also, gradient-based optimization was used to adjust the proposed BFL-GO method’s parameters during the process of hyperparameter tuning. In this work, the experiments were conducted on the Disability Statistics United States 2018 dataset. The performance evaluation of the BFL-GO method involves analyzing its effectiveness based on evaluation metrics, namely, specificity, F1-score, recall, precision, AUC-ROC, computational time, and accuracy and comparing its performance against existing methods to assess its effectiveness. The experimental results illustrate the effectiveness of the BFL-GO method for disability management in information systems. © 2023 by the authors.",bidirectional long short-term memory; disability management; federated learning; gradient-based optimization; information systems,Mathematics,Multidisciplinary Digital Publishing Institute (MDPI),Article,Scopus
Nasir M.; Kausar M.S.; Waqas M.; Beg O.A.; Khan W.A.,"Computational analysis of magnetized Casson liquid stretching flow adjacent to a porous medium with Joule heating, stratification, multiple slip and chemical reaction aspects",Numerical Heat Transfer; Part A: Applications,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186926192&doi=10.1080%2f10407782.2024.2319722&partnerID=40&md5=bfddc5779e7185e622a89b621e5a61c0,"This article aims to investigate the characteristics of thermo-solutal magnetohydrodynamic (MHD) non-Newtonian smart coating boundary layer flow of a stretching substrate adjacent to a porous medium, considering the influence of chemical reactions and thermal radiation subject to a transverse static magnetic field. A non-Darcy drag force model is deployed to capture both Darcy bulk drag and inertial Forchheimer (quadratic) drag effects. A diffusion flux model is deployed for radiative heat transfer. The Casson viscoplastic model has been utilized to simulate rheological characteristics. Due to polymeric slip effects, three slip phenomena are included at the wall (hydrodynamic, thermal and concentration) in the formulation. Furthermore, viscous dissipation and Ohmic heating (Joule dissipation) are also included. Robust scaling similarity variables are deployed to transform the governing partial differential equations into ordinary differential equations. Subsequently, the emerging dimensionless coupled nonlinear boundary value problem is solved utilizing the Bvp4c method in MATLAB version 2022. This numerical approach allows for a logical parametric examination of all key control parameters on the transport phenomena, enabling a comprehensive understanding of the system behavior. Validation with previous studies is included. Detailed graphical and tabular computations are included for velocity, temperature, concentration, skin friction, Nusselt number and Sherwood number, for the influence of Darcian parameter, Forchheimer inertial parameter, mixed convection, velocity (momentum) slip, magnetic number, Casson parameter, nonlinear thermal convection parameter, nonlinear concentration convection parameter, radiation parameter, thermal stratification parameter, Prandtl number, heat source/sink parameter, Eckert number, thermal slip parameter, Schmidt number, chemical reaction, solutal stratification parameter and solutal slip parameter. Detailed interpretation of the physics associated with these multiple effects is included. The simulations provide further insight into the transport characteristics of electromagnetic viscoplastic coating material manufacturing. © 2024 Taylor & Francis Group, LLC.",Bvp4c method; Casson viscoplastic fluid; chemical reaction; heat generation and heat absorption; MATLAB; MHD; slips boundary conditions; smart magnetic polymers; thermal radiation,Mathematics,Taylor and Francis Ltd.,Article,Scopus
Ahmadi Kamarposhti M.; Shokouhandeh H.; Gholami Omali Y.; Colak I.; Thounthong P.; Holderbaum W.,Optimal Coordination of TCSC and PSS2B Controllers in Electric Power Systems Using MOPSO Multiobjective Algorithm,International Transactions on Electrical Energy Systems,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143979689&doi=10.1155%2f2022%2f5233620&partnerID=40&md5=341f5552a0401986bedfd4d574ac7c2a,"Oscillations are an intrinsic phenomenon in interconnected power systems, leading to steady-state stability, safety decline, transmission power limitation, and electric power systems' ineffective exploitation by developing power systems, particularly by connecting these systems to low-load lines. In addition, they affect the economic performance of the systems. In this study, PSS2B power system stabilizers and TCSC compensators are used to improve the stability margin of power systems. In order to coordinate TCSC compensators, the MOPSO multiobjective algorithm with integral of the time-weighted absolute error (ITAE) and figure of demerit (FD) objective functions was used. The MOPSO algorithm optimization results are compared with nondominated sorting genetic algorithm (NSGAII) and multiobjective differential evolution (MODE) algorithms. The optimization results indicated a better performance of the proposed MOPSO algorithm than NSGAII and MODE. The simulations were iterated in two scenarios by creating different loading conditions in generators. The results indicated that the proposed control system, where the coordination between PSS2B power system stabilizers and TCSC compensators using the MOPSO algorithm, is better than power systems in which PSS2B Stabilizers or TCSC compensators are utilized solely. All criteria, e.g., ITAE, FD, maximum deviation range, and the required time for power oscillation damping in hybrid control systems, have been obtained. This means more stability and accurate and proper performance.  © 2022 Mehrdad Ahmadi Kamarposhti et al.",,Mathematics,Hindawi Limited,Article,Scopus
Nath D.; Bandyopadhyay A.; Rana A.; Gaber T.; Hassanien A.E.,A Novel Drone-Station Matching model in Smart Cities based on Strict Preferences,Unmanned Systems,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140336857&doi=10.1142%2fS2301385023500115&partnerID=40&md5=3a3e4d973753d0a241ec6f8cc3b70cf1,"There has been a considerable increase in the use of drones, or unmanned aerial vehicles (UAVs), in recent times, for a wide variety of purposes such as security, surveillance, delivery, search and rescue operations, penetration of inaccessible or unsafe areas, etc. The increasing number of drones working in an area poses a challenge to finding a suitable charging or resting station for each drone after completing its task or when it goes low on its charge. The classical methodology followed by drones is to return to their pre-assigned charging station every time it requires a station. This approach is found to be inefficient as it leads to an unnecessary waste of time as well as power, which could be easily saved if the drone is allotted a nearby charging station that is free. Therefore, we propose a drone-allocation model based on a preference matching algorithm where the drones will be allotted the nearest available station to land if the station is free. The problem is modeled as three entities: Drones, system controllers and charging stations. The matching algorithm was then used to design a Drone-Station Matching model. The simulation results of our proposed model showed that there would be considerably less power consumption and more time saving over the conventional system. This would save its travel time and power and ensure more efficient use of the drone.  © 2023 World Scientific Publishing Company.",matching algorithm; resource allocation; smart city; stable matching; Unmanned Aerial Vehicle (UAV),Mathematics,World Scientific,Article,Scopus
Dawood M.; Tu S.; Xiao C.; Alasmary H.; Waqas M.; Rehman S.U.,Cyberattacks and Security of Cloud Computing: A Complete Guideline,Symmetry,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178129199&doi=10.3390%2fsym15111981&partnerID=40&md5=7b1261a09abe783bc4c19c9e109fbbeb,"Cloud computing is an innovative technique that offers shared resources for stock cache and server management. Cloud computing saves time and monitoring costs for any organization and turns technological solutions for large-scale systems into server-to-service frameworks. However, just like any other technology, cloud computing opens up many forms of security threats and problems. In this work, we focus on discussing different cloud models and cloud services, respectively. Next, we discuss the security trends in the cloud models. Taking these security trends into account, we move to security problems, including data breaches, data confidentiality, data access controllability, authentication, inadequate diligence, phishing, key exposure, auditing, privacy preservability, and cloud-assisted IoT applications. We then propose security attacks and countermeasures specifically for the different cloud models based on the security trends and problems. In the end, we pinpoint some of the futuristic directions and implications relevant to the security of cloud models. The future directions will help researchers in academia and industry work toward cloud computing security. © 2023 by the authors.",cloud computing; security attacks; security threats,Mathematics,Multidisciplinary Digital Publishing Institute (MDPI),Article,Scopus
Yang H.; Wei G.; Ren L.,A Novel Soft Actuator: MISA and Its Application on the Biomimetic Robotic Arm,IEEE Robotics and Automation Letters,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149374995&doi=10.1109%2fLRA.2023.3251191&partnerID=40&md5=fa4145b0a0dc002488b1315ddf003d7c,"This letter presents the design and development of a novel compact motor-based non-linear stiffness soft actuator used for tendon-driven joints, i.e. a magnet-integrated soft actuator (MISA). By applying a pair of antagonistic MISAs to a joint, it is capable of achieving joint stiffness adjustment and joint torque adaptation. The joint with MISAs can achieve a wide range of joint stiffness, about 520% of that obtained by linear stiffness actuators, i.e. LSSA (share the same allowable elastic force and elastic travel with MISA). A stiffness range of 0-121.86 Nm and deflection of ± 8.9° can be achieved when MISAs are applied to a joint with a moment arm of 180 mm. The MISA achieves a high Power/Volume ratio of 345.02 × 103 W/m3. The application of the MISA in the development of a biomimetic robotic arm is also presented, with the investigation of joint stability and output torque analyse under various joint stiffnesses. Two experiments show that joints with MISAs can emulate the state of human joints when the muscles are tensed and relaxed. The dumbbell lifting test illustrates that the MISAs are capable of actuating the robot with desirable performance. © 2016 IEEE.",artificial muscle; compact soft actuator; MISA; variable joint stiffness,Mathematics,Institute of Electrical and Electronics Engineers Inc.,Article,Scopus
Murugan D.; Roy A.K.; Ponalagusamy R.; Bég O.A.,Tracer Dispersion due to Pulsatile Casson Fluid Flow in a Circular Tube with Chemical Reaction Modulated by Externally Applied Electromagnetic Fields,International Journal of Applied and Computational Mathematics,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135799316&doi=10.1007%2fs40819-022-01412-3&partnerID=40&md5=436be0826fcf78d361a1eaeee67ede21,"The present article describes a detailed mathematical investigation of electro-magneto-hydrodynamic dispersion in the pulsatile flow of a Casson viscoplastic fluid in a tube packed with a porous medium. Using appropriate transformations, the model is rendered non-dimensional. Via the generalized dispersion method and finite Hankel transforms, analytical solutions for the solute concentration dispersion and convection coefficients have been obtained. The impact of the Hartmann (magnetic) number, Debye–Hückel(electrokinetic) parameter, Darcy number, and chemical reaction parameter with regard to dispersion phenomena has been studied. The evolution in velocity and concentration profiles are investigated graphically for realistic ranges of the various physical parameters. The present investigation, highlights the dual nature of the Debye–Hückel parameter in the dispersion process. Increment in the lower or higher magnitudes of Debye–Hückel parameter induces or decreases the magnitudes of effective dispersion coefficient, whereas it induces a reverse dual mechanism in the zenith of the average concentration profile. The present simulations are relevant to enhancing the performance of diagnostic tools in biochemical engineering, pumping of intelligent rheological working fluids in biomedicine, and also soft robotics. © 2022, The Author(s), under exclusive licence to Springer Nature India Private Limited.",Bulk-flow reaction; Casson non-newtonian fluid; Darcy number; Debye–Hückel parameter; Dispersion; Hartmann number,Mathematics,Springer,Article,Scopus
Huo K.; Yang R.; Jia H.; He Y.; Christian J.M.,Exact similariton solution families and diverse composite waves in coherently coupled inhomogeneous systems,Nonlinear Dynamics,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160654598&doi=10.1007%2fs11071-023-08574-9&partnerID=40&md5=bb827200f44cfc9ac5ebd0dfd01f38fc,"Seeking analytical solutions of nonlinear Schrödinger (NLS)-like equations remains an open topic. In this paper, we revisit the general inhomogeneous nonautonomous NLS (inNLS) equation and report on exact similaritons under generic constraint relationships by proposing a novel generic self-similar transformation, which implies that there exist a rich variety of highly controllable solution families for inhomogeneous systems. As typical examples, richly controllable behaviors of the self-similar soliton (SS), self-similar Akhmediev breather (SAB), self-similar Ma breather (SMB), and self-similar rogue wave (SRW) are presented in a periodic distribution nonlinear system. With the aid of a linear transformation, these novel similariton solutions are deployed as a basis for constructing two-component composite solutions to a pair of coherently coupled inNLS equations including four-wave mixing. The diverse composite waves that emerge, including SS–SS, SAB–SMB, and SRW–SRW families, are investigated in some detail. The family of similariton solutions presented here may prove significance for designing the control and transmission of nonlinear waves. © 2023, The Author(s), under exclusive licence to Springer Nature B.V.",Control and transmission; Diverse composite waves; Exact similaritons family; Generic self-similar transformation,Mathematics,Springer Science and Business Media B.V.,Article,Scopus
Sahu H.; Kashyap R.; Bhatia S.; Dewangan B.K.; Alkhaldi N.A.; Babu S.A.; Mohan S.,Analysis of Deep Learning Methods for Healthcare Sector-Medical Imaging Disease Detection,Contemporary Mathematics (Singapore),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178401000&doi=10.37256%2fcm.4420232496&partnerID=40&md5=04005aa49a380647a5d2d7fb4b120a94,"In this paper, artificial intelligence (AI) and the ideas of machine learning (ML) and deep learning (DL) are introduced gradually. Applying ML techniques like deep neural network (DNN) models has grown in popularity in recent years due to the complexity of healthcare data, which has been increasing. To extract hidden patterns and some other crucial information from the enormous amount of health data, which traditional analytics are unable to locate in a fair amount of time, ML approaches offer cost-effective and productive models for data analysis. We are encouraged to pursue this work because of the quick advancements made in DL approaches. The idea of DL is developing from its theoretical foundations to its applications. Modern ML models that are widely utilized in academia and industry, mostly in image classification and natural language processing, include DNN. Medical imaging technologies, medical healthcare data processing, medical disease diagnostics, and general healthcare all stand to greatly benefit from these developments. We have two goals: first, to conduct a survey on DL techniques for medical pictures, and second, to develop DL-based approaches for image classification. This paper is mainly targeted towards understanding the feasibility and different processes that could be adopted for medical image classification; for this, we perform a systematic literature review. A review of various existing techniques in terms of medical image classification indicates some shortcomings that have an impact on the performance of the whole model. This study aims to explore the existing DL approaches, challenges, brief comparisons, and applicability of different medical image processing are also studied and presented. The adoption of fewer datasets, poor use of temporal information, and reduced classification accuracy all contribute to the lower performance model, which is addressed. The study provides a clear explanation of contemporary developments, cutting-edge learning tools, and platforms for DL techniques. © 2023 Surbhi Bhatia, et al.",deep features; deep learning; DL techniques; healthcare sector analysis; medical image classification,Mathematics,Universal Wiser Publisher,Article,Scopus
Al Moteri M.; Khan S.B.; Alojail M.,Machine Learning-Driven Ubiquitous Mobile Edge Computing as a Solution to Network Challenges in Next-Generation IoT,Systems,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163569108&doi=10.3390%2fsystems11060308&partnerID=40&md5=e4ae4055c3c7520dff153f16a9e81cfe,"Ubiquitous mobile edge computing (MEC) using the internet of things (IoT) is a promising technology for providing low-latency and high-throughput services to end-users. Resource allocation and quality of service (QoS) optimization are critical challenges in MEC systems due to the large number of devices and applications involved. This results in poor latency with minimum throughput and energy consumption as well as a high delay rate. Therefore, this paper proposes a novel approach for resource allocation and QoS optimization in MEC using IoT by combining the hybrid kernel random Forest (HKRF) and ensemble support vector machine (ESVM) algorithms with crossover-based hunter–prey optimization (CHPO). The HKRF algorithm uses decision trees and kernel functions to capture the complex relationships between input features and output labels. The ESVM algorithm combines multiple SVM classifiers to improve the classification accuracy and robustness. The CHPO algorithm is a metaheuristic optimization algorithm that mimics the hunting behavior of predators and prey in nature. The proposed approach aims to optimize the parameters of the HKRF and ESVM algorithms and allocate resources to different applications running on the MEC network to improve the QoS metrics such as latency, throughput, and energy efficiency. The experimental results show that the proposed approach outperforms other algorithms in terms of QoS metrics and resource allocation efficiency. The throughput and the energy consumption attained by our proposed approach are 595 mbit/s and 9.4 mJ, respectively. © 2023 by the authors.",crossover-based hunter-prey optimization; ensemble support vector machine; hybrid kernel random forest; internet of things; quality of service; resource allocation,Mathematics,MDPI,Article,Scopus
Yu Z.; Sohail A.; Jamil M.; Beg O.A.; Tavares J.M.R.S.,HYBRID ALGORITHM FOR THE CLASSIFICATION OF FRACTAL DESIGNS AND IMAGES,Fractals,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183917365&doi=10.1142%2fS0218348X23400030&partnerID=40&md5=a85a4fee8c3f7e96350c5407b5314b62,"The fractal patterns are recursive patterns and are self-similar in nature. The fractal geometry provides better understanding of natural patterns as compared to the Euclidean geometry. The fractal designs have been used extensively in the fields of applied sciences due to the systematic methods used for their generation. These methods provide benchmarks to analyze the roughness, narrow/broad vision of the objects. In the fields of architecture and design, computational methods for fractal generation can prove to be more reliable tools. The fractal patterns can be simulated and the architecture can be modeled, with several options, before implementing it practically. During this research, this strategy is opted to design novel fractal tile designs. Several designs are selected from a series of simulations, based on the final visionary evaluation, according to the requirement of the walls of different zones in modern buildings. Four fractal patterns are simulated with several orientations and final designs are documented with corresponding geometrical evaluation. © The Author(s)",Computational Framework; Fractals; Geometry Processing; Simulations; Tile Design,Mathematics,World Scientific,Article,Scopus
Shamshuddin M.D.; Bég O.A.; Akkurt N.; Leonard H.J.; Bég T.A.,Analysis of unsteady thermo-solutal MoS2-EO Brinkman electro-conductive reactive nanofluid transport in a hybrid rotating Hall MHD generator,Partial Differential Equations in Applied Mathematics,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161053725&doi=10.1016%2fj.padiff.2023.100525&partnerID=40&md5=47f728865c5fde28bd34978102b5d834,"MHD rotating generators offer a plausible renewable energy mechanism. New designs are emerging in which nanotechnology is contributing. Such systems are increasingly deploying more complex functional fluid materials such as base fluids containing magnetic nanoparticles which constitute electromagnetic nanofluids and can be tuned to enhance efficiencies. Motivated by these developments, a mathematical model is presented for the combined effects of Hall current, heat source, chemical reaction and radiative flux on the unsteady rotating thermo-solutal magnetohydrodynamic transport of a Molybdenum disulphide (MoS 2)-EO oil electroconductive Brinkman nanofluid to study the boundary layer characteristics in the vicinity of the side wall of an MHD generator system. The governing dimensional conservation equations are scaled using appropriate transformations into a system of dimensionless coupled partial differential equations. Under appropriate initial and boundary conditions, solutions are derived using the Laplace Transform Method (LTM) and complex variables. The physical impacts of the magnetic, nanoscale, thermal and species control parameters on primary and secondary velocity, temperature and concentration are visualized graphically. The judicious doping of the base fluid with MoS 2 nanoparticles is shown to achieve superior thermal performance for MHD rotating energy generators. © 2023 The Author(s)",Analytical solutions; Brinkman generalized nanofluid model; Electro-conductive flow; MoS<sub>2</sub> magnetic nanoparticle; Rotating MHD Hall generator; Unsteady flow,Mathematics,Elsevier B.V.,Article,Scopus
Saleh A.W.; Gupta G.; Khan S.B.; Alkhaldi N.A.; Verma A.,An Alzheimer's disease classification model using transfer learning Densenet with embedded healthcare decision support system,Decision Analytics Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182200379&doi=10.1016%2fj.dajour.2023.100348&partnerID=40&md5=c27cb369cd5dfc42bc675d001206a697,"Training a Convolutional Neural Network (CNN) from scratch is time-consuming and expensive. In this study, we propose implementing the DenseNet architecture for classification of AD in three classes. Our approach leverages transfer learning architectures as the base model and showcases superior performance on the MRI dataset compared to other techniques. We use a variety of methodologies to provide a thorough study of our model. We first create a performance baseline without data augmentation, addressing the difficulties in classifying Alzheimer's disease (AD) caused by high-dimensional MRI brain scans. The improved model performance obtained through data augmentation is then highlighted, demonstrating its effectiveness in handling sparse data and assisting in generalization. We also investigate the impact of omitting particular transformations and modifying dataset split ratios, providing more insights into the behavior of the model. Through comprehensive evaluation, we demonstrate that our proposed system model achieves an accuracy of 96.5% and an impressive AUC of 99%, surpassing previous methods. This study mainly highlights the effectiveness of DenseNet architecture, current study limitations and future recommendation. Moreover, incorporating a healthcare decision support system further aid in providing valuable insights for AD diagnosis and decision-making in clinical settings. © 2023 The Authors",Convolutional Neural Networks; Data augmentation; Deep learning; Healthcare decision support system; Machine learning; Transfer learning,Mathematics,Elsevier Inc.,Article,Scopus
Umavathi J.C.; Bég O.A.; Bég T.A.; Kadir A.,Swirling bioconvective nanofluid flow from a spinning stretchable disk in a permeable medium,International Journal of Modelling and Simulation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139116198&doi=10.1080%2f02286203.2022.2122928&partnerID=40&md5=aa6e0088951799423bfde41fa5a9c96b,"Medical engineering is increasingly deploying nanotechnology and bio-inspired designs in the 21st century. Motivated by studying the spin coating of bio-nanofluid materials, gyrotactic bioconvection nanofluid swirling coating flow from a spinning disk to an isotropic permeable medium is analysed. The balance equations for mass, momentum, thermal, concentration and microorganism species including blowing effects are transformed into ordinary differential equations and then the solutions are obtained numerically through MATLAB bvp4c quadrature. These solutions are further validated with Adomian decomposition method (ADM). Increasing radial momentum slip reduces the radial skin friction and increasing tangential slip suppresses the tangential skin friction. Nusselt number, nanoparticle Sherwood number and micro-organism density number gradient are, respectively, decreased with increment in thermal slip, nanoparticle mass slip and micro-organism slip factors. Combinations of bioconvection and nanofluids provide excellent advantages in designing anti-bacterial and resilient bio-coatings for many devices. © 2022 Informa UK Limited, trading as Taylor & Francis Group.",Bio-inspired aqueous nano-coatings; gyrotactic micro-organisms; micro-organism slip; nanoparticle slip; radial and circumferential slip; thermal slip; Von Karman swirl,Mathematics,Taylor and Francis Ltd.,Article,Scopus
Bhatti M.M.; Bég O.A.; Kuharat S.,Electromagnetohydrodynamic (EMHD) convective transport of a reactive dissipative carreau fluid with thermal ignition in a non-Darcian vertical duct,Numerical Heat Transfer; Part A: Applications,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178207716&doi=10.1080%2f10407782.2023.2284333&partnerID=40&md5=847007e55a0902232fcb23977ddd28df,"A mathematical model is developed to simulate the steady, laminar exothermic reactive electromagneto-hydrodynamic combustible non-Newtonian natural convective transport in a vertical duct. Static uniform axial electrical field and transverse magnetic field are imposed. The Frank-Kamenetskii thermal explosion theory is utilized and also the Carreau fluid model, the latter due to its ability to simulate shear-thinning, Newtonian and shear-thickening behaviour. The duct contains a homogenous, isotropic porous medium and to accomodate Forchheimer inertial drag effects, a non-Darcian model is deployed. The duct walls are permeable enabling suction and injection effects to be studied. Viscous and Joule heating (Ohmic dissipation) are also featured in the model. Following a scaling transformation, the dimensionless emerging non-linear ordinary differential boundary value problem is solved with a robust numerical method (Mathematica shooting algorithm). Validation with an Adomian decomposition method (ADM) is included. © 2023 Taylor & Francis Group, LLC.",Carreau non-Newtonian fluid; Darcy-Brinkman-Forchheimer porous medium; EMHD gel propellants; F-K thermal explosion theory; numerical simulation,Mathematics,Taylor and Francis Ltd.,Article,Scopus
